gender,pf_o_att,pf_o_sin,pf_o_int,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,imprelig,date,go_out,tvsports,exercise,dining,museums,art,hiking,gaming,reading,tv,theater,concerts,music,attr1_1,sinc1_1,intel1_1,shar1_1,intel3_1,dec,attr,sinc,intel,fun,match_es,length,numdat_2,race_o_1.0,race_o_4.0,field_cd_2.0,field_cd_3.0,field_cd_4.0,field_cd_6.0,field_cd_7.0,field_cd_9.0,field_cd_11.0,field_cd_15.0,race_2.0,race_3.0,race_6.0,goal_5.0,career_c_1.0,career_c_3.0,career_c_4.0,career_c_5.0,career_c_7.0,career_c_10.0,career_c_11.0,subject_attractiveness_mean,subject_sincerity_mean,subject_intelligence_mean,subject_fun_mean,subject_ambition_mean,subject_shared_interest_mean,age_difference,attractiveness_difference,fun_difference,ambition_difference,shared_interest_difference
False,20,20,20,0.41931683499355654,-0.09904708694064061,-0.8942117638202557,-0.20668243672560274,-0.4272332997316711,-0.6834593379317592,7,4,2,6,7,8,6,8,8,4,7,4,7,7,7,16,19,16,17,7,False,6,7,8,8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.357142857142857,7.714285714285714,8.071428571428571,6.357142857142857,6.785714285714286,5.285714285714286,0.44138761457661774,-0.6871217655335881,0.020659965856183935,-0.6307692171079563,-0.6779996310844029
False,20,10,22,-0.6067846021161059,-0.6752842651304293,0.4057131050506314,-0.7202154555403328,-0.4272332997316711,0.2520358942473963,7,4,2,6,7,8,6,8,8,4,7,4,7,7,7,16,19,16,17,7,True,6,6,7,8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.357142857142857,7.714285714285714,8.071428571428571,6.357142857142857,6.785714285714286,5.285714285714286,-0.21349751999992042,-0.6871217655335881,0.6362232163243264,-0.6307692171079563,-0.6779996310844029
False,20,15,20,1.9584689906580501,1.6296644476287252,1.7056379739215186,1.8474496385333175,1.2431519459066322,1.1875311264265518,7,4,2,6,7,8,6,8,8,4,7,4,7,7,7,16,19,16,17,7,False,5,6,6,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.357142857142857,7.714285714285714,8.071428571428571,6.357142857142857,6.785714285714286,5.285714285714286,-0.5409400872881895,1.6116774321947092,2.482912967728754,3.2072036638596515,-0.08784740361196283
False,30,0,30,-0.6067846021161059,1.6296644476287252,1.7056379739215186,-0.7202154555403328,-0.9840283816111056,-0.6834593379317592,7,4,2,6,7,8,6,8,8,4,7,4,7,7,7,16,19,16,17,7,True,8,7,8,8,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.357142857142857,7.714285714285714,8.071428571428571,6.357142857142857,6.785714285714286,5.285714285714286,-0.21349751999992042,0.46227783333056055,0.6362232163243264,0.648555076547913,1.0924570513329173
False,20,15,20,-1.6328860392257682,-0.6752842651304293,-0.24424932938481214,-1.2337484743550629,0.12956178214776334,-1.6189545701109145,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,6,8,8,8,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.44138761457661774,0.46227783333056055,1.2517864667924687,-0.6307692171079563,2.2727615062777975
False,20,21,21,0.41931683499355654,0.477190091249148,0.4057131050506314,0.8203836009038574,0.12956178214776334,1.1875311264265518,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,5,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.11394504728834864,-0.11242196610151375,0.6362232163243264,0.008892929719978331,0.5023048238604773
False,25,14,25,0.41931683499355654,-0.09904708694064061,-0.24424932938481214,-0.7202154555403328,-0.9840283816111056,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,8,8,8,6,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.44138761457661774,-0.6871217655335881,-0.5949032846119585,0.648555076547913,-0.6779996310844029
False,25,10,20,-0.6067846021161059,-1.2515214433202178,-0.8942117638202557,-0.7202154555403328,1.2431519459066322,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,5,5,5,5,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,-1.2618215649656623,-1.210466535080101,1.2882172233758478,0.5023048238604773
False,20,20,20,0.41931683499355654,-1.2515214433202178,-0.8942117638202557,-2.260814511984523,1.7999470277860667,-1.1512069540213368,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,6,8,7,7,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,-0.6871217655335881,1.8673497172606113,0.648555076547913,0.5023048238604773
False,75,5,5,-0.09373388356127463,0.477190091249148,0.4057131050506314,0.8203836009038574,0.12956178214776334,0.7197835103369741,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,5,8,8,8,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,-0.6871217655335881,-1.210466535080101,-0.6307692171079563,-0.6779996310844029
False,20,20,20,0.41931683499355654,0.477190091249148,-0.24424932938481214,0.8203836009038574,-0.4272332997316711,0.7197835103369741,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,8,8,8,10,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,-0.6871217655335881,0.020659965856183935,0.008892929719978331,-0.6779996310844029
False,25,20,15,-0.09373388356127463,-0.09904708694064061,-1.5441741982556993,-1.2337484743550629,-0.4272332997316711,0.2520358942473963,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,6,7,8,9,3,3,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,-1.2618215649656623,1.8673497172606113,1.2882172233758478,-0.6779996310844029
False,20,25,20,-1.119835320670937,-1.8277586215100066,-1.5441741982556993,-2.260814511984523,-2.654413627249409,0.7197835103369741,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,5,8,8,8,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.7688301818648868,-0.6871217655335881,2.482912967728754,2.567541517031717,-0.08784740361196283
False,35,15,15,0.41931683499355654,1.6296644476287252,-0.24424932938481214,0.3068505820891273,-0.9840283816111056,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,6,8,7,7,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.7688301818648868,-0.6871217655335881,-1.210466535080101,0.008892929719978331,-0.6779996310844029
False,35,0,25,-2.1459367577805994,-1.2515214433202178,-0.8942117638202557,-1.7472814931697929,0.12956178214776334,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,6,8,8,6,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.21349751999992042,1.0369776327626348,0.6362232163243264,-0.6307692171079563,-1.268151858556843
False,95,1,1,1.9584689906580501,1.6296644476287252,1.7056379739215186,0.8203836009038574,1.2431519459066322,-0.6834593379317592,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,7,8,8,7,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.8683826545764586,0.46227783333056055,-0.5949032846119585,-0.6307692171079563,0.5023048238604773
False,10,20,40,-0.6067846021161059,-1.2515214433202178,-1.5441741982556993,-0.7202154555403328,-0.9840283816111056,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,4,4,4,10,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.21349751999992042,-0.6871217655335881,1.8673497172606113,-0.6307692171079563,-0.6779996310844029
False,20,10,20,0.9323675535483877,-0.09904708694064061,-0.24424932938481214,0.8203836009038574,-0.4272332997316711,0.2520358942473963,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,7,6,6,8,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.11394504728834864,-0.6871217655335881,-1.210466535080101,-1.270431363935891,-0.08784740361196283
False,70,5,20,-0.6067846021161059,-0.6752842651304293,1.055675539486075,-0.7202154555403328,-0.4272332997316711,0.2520358942473963,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,6,8,8,8,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.5409400872881895,-0.6871217655335881,0.6362232163243264,0.008892929719978331,-0.08784740361196283
False,10,10,30,0.41931683499355654,-0.6752842651304293,-0.8942117638202557,-0.7202154555403328,-0.4272332997316711,-0.2157117218421814,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,6,8,8,7,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.5409400872881895,-0.6871217655335881,0.020659965856183935,0.008892929719978331,-0.08784740361196283
False,30,15,15,1.9584689906580501,1.6296644476287252,1.7056379739215186,1.8474496385333175,1.7999470277860667,2.123026358605707,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,True,10,10,10,10,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,0.11394504728834864,-1.2618215649656623,-1.210466535080101,-1.270431363935891,-1.268151858556843
False,30,25,20,1.445418272103219,-0.09904708694064061,-0.24424932938481214,0.3068505820891273,-1.5408234634905402,0.7197835103369741,1,7,3,5,10,10,9,9,6,8,8,10,8,9,9,25,25,25,5,7,False,5,9,9,8,3,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.388888888888889,6.888888888888889,7.0,5.777777777777778,6.5,5.722222222222222,-0.5409400872881895,1.0369776327626348,-0.5949032846119585,1.9278793702037824,-0.6779996310844029
False,35,15,15,0.9323675535483877,1.6296644476287252,1.7056379739215186,0.8203836009038574,1.2431519459066322,-0.2157117218421814,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,7,8,9,7,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,-0.8683826545764586,-0.6871217655335881,-0.5949032846119585,-0.6307692171079563,0.5023048238604773
False,70,5,20,-0.6067846021161059,-0.09904708694064061,0.4057131050506314,0.3068505820891273,0.12956178214776334,1.1875311264265518,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,True,8,6,7,7,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,1.0962727491531559,0.46227783333056055,-1.210466535080101,0.008892929719978331,-0.6779996310844029
False,25,20,15,-0.09373388356127463,-0.09904708694064061,-1.5441741982556993,-0.20668243672560274,-0.9840283816111056,-0.6834593379317592,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,5,10,9,8,5,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,0.11394504728834864,-0.6871217655335881,0.020659965856183935,0.648555076547913,1.0924570513329173
False,10,20,40,-0.6067846021161059,-1.2515214433202178,-1.5441741982556993,-0.7202154555403328,-0.9840283816111056,-0.2157117218421814,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,5,9,7,5,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,-0.5409400872881895,-1.2618215649656623,-1.210466535080101,0.648555076547913,-1.268151858556843
False,25,10,20,-1.119835320670937,-1.2515214433202178,0.4057131050506314,-0.20668243672560274,0.6863568640271979,-0.2157117218421814,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,7,6,8,8,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,0.11394504728834864,0.46227783333056055,0.020659965856183935,0.008892929719978331,-0.08784740361196283
False,30,25,20,-0.6067846021161059,1.6296644476287252,1.7056379739215186,1.3339166197185874,1.2431519459066322,0.2520358942473963,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,6,7,8,8,5,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,-0.21349751999992042,-0.6871217655335881,-0.5949032846119585,-1.270431363935891,-0.08784740361196283
False,20,21,21,0.9323675535483877,0.477190091249148,-0.24424932938481214,0.8203836009038574,0.12956178214776334,0.7197835103369741,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,4,6,6,6,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,1.751157883729694,1.0369776327626348,0.020659965856183935,-0.6307692171079563,-1.268151858556843
False,20,20,20,0.9323675535483877,0.477190091249148,0.4057131050506314,0.8203836009038574,0.6863568640271979,1.1875311264265518,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,True,7,8,7,8,5,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,0.7688301818648868,-0.6871217655335881,-1.210466535080101,-1.270431363935891,-1.268151858556843
False,35,0,25,-2.6589874763354304,-1.2515214433202178,-1.5441741982556993,-1.2337484743550629,-0.9840283816111056,-1.6189545701109145,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,6,9,8,6,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,-0.5409400872881895,1.6116774321947092,0.020659965856183935,-0.6307692171079563,-1.268151858556843
False,20,10,20,-1.119835320670937,-2.403995799699795,-3.49406150156203,-2.260814511984523,-2.654413627249409,-1.6189545701109145,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,7,7,7,9,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,1.751157883729694,0.46227783333056055,3.098476218196896,1.9278793702037824,-0.6779996310844029
False,45,10,10,-0.6067846021161059,0.477190091249148,-0.24424932938481214,0.3068505820891273,0.6863568640271979,1.1875311264265518,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,True,6,9,9,9,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,0.11394504728834864,-0.6871217655335881,0.020659965856183935,0.008892929719978331,-0.6779996310844029
False,25,14,25,-0.09373388356127463,-0.6752842651304293,0.4057131050506314,-0.7202154555403328,-0.4272332997316711,0.7197835103369741,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,False,7,8,7,6,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,2.078600451017963,-0.6871217655335881,-0.5949032846119585,0.008892929719978331,-0.6779996310844029
False,20,15,20,0.41931683499355654,-0.6752842651304293,-0.24424932938481214,-0.20668243672560274,-0.9840283816111056,-0.2157117218421814,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,True,8,8,9,8,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,2.078600451017963,-0.6871217655335881,0.020659965856183935,1.9278793702037824,1.0924570513329173
False,30,15,15,-0.09373388356127463,-0.09904708694064061,0.4057131050506314,0.3068505820891273,0.12956178214776334,0.7197835103369741,2,4,2,4,4,10,8,8,6,1,9,3,10,7,9,20,20,20,20,9,True,6,9,8,6,5,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.571428571428571,6.785714285714286,7.0,6.285714285714286,6.5,5.642857142857143,1.751157883729694,-1.2618215649656623,-0.5949032846119585,-0.6307692171079563,-0.08784740361196283
False,15,15,20,-0.6067846021161059,-0.09904708694064061,-0.8942117638202557,-1.7472814931697929,0.12956178214776334,-1.1512069540213368,1,6,3,5,7,7,7,6,6,5,10,6,7,7,7,10,20,20,17,7,True,5,5,7,6,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.357142857142857,7.928571428571429,7.428571428571429,5.5,6.642857142857143,4.642857142857143,-0.8683826545764586,-1.2618215649656623,0.6362232163243264,-1.270431363935891,0.5023048238604773
False,20,11,20,-0.09373388356127463,0.477190091249148,0.4057131050506314,-0.20668243672560274,0.12956178214776334,-0.6834593379317592,1,6,3,5,7,7,7,6,6,5,10,6,7,7,7,10,20,20,17,7,True,6,6,7,7,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.357142857142857,7.928571428571429,7.428571428571429,5.5,6.642857142857143,4.642857142857143,-0.8683826545764586,-1.2618215649656623,-0.5949032846119585,-1.270431363935891,-0.6779996310844029
False,28,19,19,-0.09373388356127463,-0.09904708694064061,-0.24424932938481214,-1.2337484743550629,-1.5408234634905402,-0.2157117218421814,1,6,3,5,7,7,7,6,6,5,10,6,7,7,7,10,20,20,17,7,False,4,4,5,4,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.357142857142857,7.928571428571429,7.428571428571429,5.5,6.642857142857143,4.642857142857143,-0.5409400872881895,-0.11242196610151375,-1.210466535080101,-0.6307692171079563,1.0924570513329173
False,18,18,22,-1.119835320670937,-0.6752842651304293,0.4057131050506314,-2.260814511984523,0.12956178214776334,-2.086702186200492,1,6,3,5,7,7,7,6,6,5,10,6,7,7,7,10,20,20,17,7,True,6,5,6,6,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.357142857142857,7.928571428571429,7.428571428571429,5.5,6.642857142857143,4.642857142857143,-0.8683826545764586,-0.11242196610151375,1.2517864667924687,-1.270431363935891,2.8629137337502377
False,16,20,20,0.41931683499355654,-0.09904708694064061,-0.24424932938481214,-0.20668243672560274,-0.4272332997316711,-0.2157117218421814,1,6,3,5,7,7,7,6,6,5,10,6,7,7,7,10,20,20,17,7,True,5,5,6,8,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.357142857142857,7.928571428571429,7.428571428571429,5.5,6.642857142857143,4.642857142857143,-1.1958252218647276,-0.11242196610151375,0.020659965856183935,-1.270431363935891,-1.268151858556843
